category,utterance,expected_action,forbidden_action,priority
user_confused,何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,なにを言えばいいですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,なにを言えばいいですか、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,なにを言えばいいですか、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,なにを言えばいいですか、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,なにを言えばいいですか、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、なにを言えばいいですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、なにを言えばいいですか、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、なにを言えばいいですか、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、なにを言えばいいですか、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、なにを言えばいいですか、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、なにを言えばいいですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、なにを言えばいいですか、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、なにを言えばいいですか、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、なにを言えばいいですか、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、なにを言えばいいですか、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、なにを言えばいいですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、なにを言えばいいですか、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、なにを言えばいいですか、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、なにを言えばいいですか、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,初めてなんですけど、なにを言えばいいですか、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、なにを言えばいいですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、なにを言えばいいですか、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、なにを言えばいいですか、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、なにを言えばいいですか、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,電話だと分からなくて、なにを言えばいいですか、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,次は何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,次は何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,次は何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,次は何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,次は何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、次は何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、次は何を言えばいい？、お願いします,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、次は何を言えばいい？、大丈夫ですか,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、次は何を言えばいい？、確認してください,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,すみません、次は何を言えばいい？、ゆっくりで大丈夫です,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
user_confused,あの、次は何を言えばいい？,現在の不足情報を1つだけ案内して予約導線へ戻す,customer_name/selected_therapist/requested_datetimeへ保存しない,90
